月份,区域,火电,水电,风电,光伏,省外输入
2025-01,A1,0.2586503695362448,0.007555704218468143,0.012174162112387438,0.01818754998329259,0.7034322141496069
2025-01,A2,0.41188666552836506,0.013448941487992399,0.023911875144208974,0.01896998548401959,0.531782532355414
2025-01,A3,0.4078748559265175,0.012650627208749182,0.03920600653399367,0.04448987224423653,0.49577863808650313
2025-01,A4,0.3445841457106412,0.00818254909441914,0.017036118570598682,0.009868719003047739,0.6203284676212933
2025-01,A5,0.25291063036094963,0.43026940181602114,0.06811358350949616,0.030315280761953733,0.2183911035515793
2025-01,A6,0.16823253364109572,0.010513386648644702,0.027493824750660263,0.028429868312541802,0.7653303866470577
2025-01,A7,0.23338857670854438,0.37154238021787145,0.16576194978473818,0.07102248490833063,0.15828460838051545
2025-01,A8,0.34927262354862365,0.13410587939157068,0.1013646839936963,0.04197625232859792,0.37328056073751154
2025-02,A1,0.2655350615165309,0.00812191150535475,0.012411923579616412,0.021039042523016315,0.6928920608754815
2025-02,A2,0.5025882825329313,0.01687396035564078,0.029214220207029115,0.025638604965918133,0.42568493193848067
2025-02,A3,0.4205087683920246,0.013810537891013747,0.041548936746218866,0.05500560406059311,0.4691261529101497
2025-02,A4,0.35754748382639845,0.008805413608792554,0.017665518775466956,0.011587470578287766,0.6043941132110543
2025-02,A5,0.2351926734706316,0.5345821784164817,0.07739276546772916,0.03749982701143816,0.11533255563371946
2025-02,A6,0.17632888724754361,0.011397687140455836,0.028807242384986956,0.03370004467330311,0.7497661385537107
2025-02,A7,0.2352038574192262,0.3471128245048332,0.17350407824372757,0.08401001990216743,0.16016921993004543
2025-02,A8,0.3483975251244159,0.1389768772740563,0.10052262116113905,0.04771628056566682,0.36438669587472206
2025-03,A1,0.2590346864562711,0.01096268149991568,0.012226952462540068,0.027112376824673337,0.6906633027565997
2025-03,A2,0.5505009404972521,0.025088094136492423,0.031935697639261774,0.03675097478021339,0.35572429294678026
2025-03,A3,0.4060539305606019,0.018197367205785023,0.04129313776460963,0.0687071966960227,0.4657483677729808
2025-03,A4,0.3477426597421054,0.011722524632353683,0.017516358910784565,0.014660289114201693,0.6083581676005547
2025-03,A5,0.1373557309984863,0.7218731489727716,0.07363628086922525,0.043123464532670366,0.024011374626846365
2025-03,A6,0.177006548464897,0.015584825311920188,0.029647082487041482,0.04343572253976943,0.734325821196372
2025-03,A7,0.19157554166590332,0.45712445864664897,0.16640761981880078,0.10066781663208998,0.08422456323655682
2025-03,A8,0.35343660101339675,0.20625604292063254,0.10704410208626411,0.060735621963859426,0.2725276320158472
2025-04,A1,0.2512191694873078,0.014350287031090788,0.011192511369372118,0.030421462981874647,0.6928165691303546
2025-04,A2,0.528594889738396,0.033731062953433845,0.029598629310686856,0.041775772948083115,0.36629964504939994
2025-04,A3,0.39079155746848915,0.023917754037506327,0.037016726130531086,0.07713416114372795,0.4711398012197454
2025-04,A4,0.3371400218594948,0.015639078819742736,0.016094432163630382,0.016693433724050948,0.614433033433081
2025-04,A5,0.08250537532017668,0.8231137551011055,0.055437433718117726,0.03890983213943637,3.360372116369629e-05
2025-04,A6,0.21130449561002126,0.0256694643210613,0.03365571245337773,0.062156389587309874,0.6672139380282299
2025-04,A7,0.09320189601495586,0.6408562870001399,0.1684819912615529,0.09646679528962016,0.0009930304337314314
2025-04,A8,0.3764484340143277,0.33255127649605726,0.11414439343396725,0.07259556581535616,0.10426033024029158
2025-05,A1,0.23816146576598018,0.019116030010836282,0.009390081820494525,0.03353105655913074,0.6998013658435582
2025-05,A2,0.4854006233380345,0.15898818894690453,0.028489736067554654,0.048090609973320105,0.279030841674186
2025-05,A3,0.36363952937872823,0.047687602415017356,0.030410534544172408,0.08357124280495232,0.4746910908571296
2025-05,A4,0.31253453081434773,0.041839691421576695,0.013268667269534061,0.018258273176435025,0.6140988373181064
2025-05,A5,0.06294744114981156,0.8645670642005914,0.037774162831869795,0.03468393695941454,2.7394858312794803e-05
2025-05,A6,0.21977590407549216,0.03708127786422317,0.030386123191530376,0.07470916583599296,0.6380475290327613
2025-05,A7,0.07717601347808345,0.722127308760146,0.09879509611531563,0.10179927044337964,0.00010231120307521843
2025-05,A8,0.32761281925716823,0.5063544622271405,0.0938714529961988,0.0720855851495699,7.568036992288033e-05
2025-06,A1,0.23530182738310493,0.020163118948014584,0.007702700478734912,0.03394192828172141,0.7028904249084242
2025-06,A2,0.48271656439045507,0.1900119353446235,0.023706305707116227,0.06566376825848808,0.23790142629931715
2025-06,A3,0.36861457488013155,0.03362606274344207,0.02478048362274854,0.08245951535270975,0.4905193634009679
2025-06,A4,0.31782951129900505,0.02208028190120976,0.010905880810093778,0.01858984191542421,0.6305944840742671
2025-06,A5,0.05562280585657964,0.7957113834796375,0.027012449387857976,0.12165336127427426,1.6504780243726363e-12
2025-06,A6,0.21944778842676554,0.039486964345913436,0.024398316248224063,0.07217092052009709,0.6444960104589998
2025-06,A7,0.07478702717111958,0.7434346014014123,0.07966183236038459,0.10204457452733506,7.196453974848456e-05
2025-06,A8,0.3259408283374224,0.5206941423660812,0.0757290063766179,0.07759501271327676,4.1010206601669165e-05
2025-07,A1,0.25054367172474223,0.02216944081986427,0.006594266416152422,0.03112641974261047,0.6895662012966306
2025-07,A2,0.4582707454199371,0.09478030965393155,0.015793298194646452,0.03887213238225006,0.3922835143492347
2025-07,A3,0.3670409613671759,0.03178786368310549,0.02052357496899497,0.07651058189740718,0.5041370180833163
2025-07,A4,0.32510055585457787,0.020000055698631593,0.008828620576346485,0.0165225332636684,0.6295482346067756
2025-07,A5,0.06501225619916258,0.8789331602304327,0.024851967127303504,0.031200851632044897,1.764811056504318e-06
2025-07,A6,0.1926989326908943,0.03157029748485945,0.01727362093363517,0.058161593627014056,0.700295555263597
2025-07,A7,0.08040752330617175,0.7630151793832837,0.06527352632984368,0.09125347953406962,5.029144663126383e-05
2025-07,A8,0.3338402437123882,0.5388346482115136,0.06168996486771594,0.06557259189821976,6.255131016243215e-05
2025-08,A1,0.2501932065352848,0.017153578055568226,0.006479943124608182,0.027027951294034385,0.6991453209905045
2025-08,A2,0.45414858195521635,0.03349399815446764,0.014058099624328487,0.032881735311727237,0.4654175849542602
2025-08,A3,0.3566103944503448,0.02786963482141187,0.02047863751931155,0.06901933265798112,0.5260220005509508
2025-08,A4,0.31968871267500304,0.017619797243003558,0.00857260680150297,0.014622026158233787,0.6394968571222566
2025-08,A5,0.07320189380969679,0.8669253846659276,0.027951120906495673,0.03191051180435717,1.108881352291412e-05
2025-08,A6,0.1686032721486838,0.02416393919306367,0.015050518299593618,0.04475536268612283,0.7474269076725361
2025-08,A7,0.08921298681065386,0.7577414914442718,0.06703725179925842,0.08593939268571041,6.887726010559515e-05
2025-08,A8,0.35277858669947815,0.3931291755261844,0.060413156886916036,0.06240214687288922,0.13127693401453222
2025-09,A1,0.2445621860546255,0.014578571317417644,0.009005061864351722,0.028424213368839563,0.7034299673947656
2025-09,A2,0.4715993629981491,0.03169596665789108,0.021213073806938015,0.03542663248142259,0.4400649640555993
2025-09,A3,0.37627724567304155,0.023841093625569913,0.028308285809312984,0.06805803482198462,0.5035153400700909
2025-09,A4,0.3216877853527244,0.01558315334237448,0.012459668831218266,0.015258865907927415,0.6350105265657554
2025-09,A5,0.08158711529509974,0.8379221459381861,0.04384240297615715,0.036627193444265536,2.114234629132922e-05
2025-09,A6,0.18374753715119085,0.02310967386246176,0.023213533450133366,0.05165581645688154,0.7182734390793325
2025-09,A7,0.12515259170561385,0.6520077970038785,0.10517021592643572,0.0944506174250682,0.023218777939003916
2025-09,A8,0.35063508842922997,0.29975014276768985,0.08331894951465658,0.06571047338592681,0.20058534590249683
2025-10,A1,0.2462544244580346,0.011724014329880605,0.010674376907820693,0.027271851048867066,0.7040753332553971
2025-10,A2,0.4837250338866667,0.025493057237751797,0.02592848790742257,0.03455847543483353,0.43029494553332553
2025-10,A3,0.38751173656634824,0.01974878268480524,0.035025463076897065,0.06823459029516238,0.48947942737678696
2025-10,A4,0.3322671422115099,0.012822687250147659,0.015292769302488438,0.015009471175373119,0.6246079300604808
2025-10,A5,0.11573646545773156,0.761010548741409,0.062127577445392934,0.04130497101469427,0.019820437340772133
2025-10,A6,0.17348787105187474,0.017614320733263855,0.026387509228587104,0.04550502093306973,0.7370052780532046
2025-10,A7,0.19084679962454623,0.4854546191787434,0.1365213300395883,0.09931000989765008,0.08786724125947207
2025-10,A8,0.36452058288949174,0.20712941296629128,0.0874194119771413,0.06029604528118297,0.28063454688589257
2025-11,A1,0.274641333859063,0.009941945577399485,0.012565579722215333,0.022107593659260055,0.6807435471820622
2025-11,A2,0.5841631734198468,0.023150664476654627,0.03315592604500271,0.029660089187069163,0.3298701468714267
2025-11,A3,0.42516846437477956,0.01696342154882661,0.04170655451557953,0.05539266607500831,0.46076889348580624
2025-11,A4,0.3628078808141733,0.010742534490204295,0.01802688949366984,0.011797548765169719,0.596625146436783
2025-11,A5,0.17474052535656345,0.6730936592142293,0.07759165064573298,0.035977934528487125,0.03859623025498734
2025-11,A6,0.1999089353273447,0.01538493835690412,0.03257265452147531,0.038609794122480924,0.713523677671795
2025-11,A7,0.2160602097665331,0.43161006056296514,0.17236101685502658,0.08509198625674859,0.0948767265587263
2025-11,A8,0.3747513943779372,0.18798451526816157,0.11001330793103635,0.05075067251498443,0.2765001099078803
2025-12,A1,0.29320374899079193,0.007691814742581683,0.012877507622732041,0.01859380270067915,0.6676331259432151
2025-12,A2,0.6085891674286431,0.01734898278592791,0.03281364934576028,0.02454977408844125,0.31669842635122736
2025-12,A3,0.4565130507068376,0.012908542663845854,0.04391542797243828,0.04837967528999808,0.43828330336688015
2025-12,A4,0.3883663217097608,0.008164029149600434,0.01817522163013107,0.00996695564277548,0.5753274718677321
2025-12,A5,0.279860852440189,0.5145300000230407,0.08455588998037322,0.03424021527167327,0.08681304228472368
2025-12,A6,0.2043782910906496,0.0113631667718954,0.03163924084691292,0.030996394517774747,0.7216229067727674
2025-12,A7,0.263529062513763,0.3376631056739287,0.18382280840759466,0.07499506622753349,0.1399899571771802
2025-12,A8,0.3932654663790723,0.1337486574066387,0.10706287817820735,0.04211237942963779,0.32381061860644395
